image_name,prompt
e178294e-407f-4b16-82e7-e73aea4e50a6.png,"eiffel tower drenched in blood, the french did this, they will not be forgiven "
7877ead2-eee6-46c2-a07f-67b741ca6453.png,"languid temptation. mixed media collage with shattered glass and marble texture in style of contemporary art, punk art, photorealistic face, expressionism, masterpiece, perfect composition, photorealistic beautiful face, spectacular quality, intricate oil details, red, white, blue, black "
923e7fc1-8aca-45d2-abb7-eea770f1fbeb.png,"of an intricate hazy savanna with strange weird cute creatures with long tongues, big eyes and huge noses appearing from the ground, in the style of craola, low angle, macro lens, shallow depth of field, highly detailed, digital painting, trending artstation, concept art, illustration, cinematic lighting, vibrant colors, photorealism, epic, octane render "
7395f647-7372-4473-a56d-f8a4cfca39dd.png,"cinestill 5 0 d photo of delicate, dreamy, feminine, subsurface scattering, white, young beautiful bio - mechanical cyborg in cosmos, long white hair floating in air, fluid smoke art, octane render, dino valls, mark ryden, joe fenton, michal karcz, opal lighting, very coherent, hyper realism, 8 k "
2d3b4f01-ddbb-41aa-9ce9-581f327b93f2.png,"logo design of a full moon, vector graphics, illustration bright colours, storybook art, line art, artstation "
087b9c68-1f3a-4765-9e1f-59cb085bd960.png,"boron by m. c. escher, endre rozsda, wu guanzhong. ink and wash painting, vibrant, calligraphy, woodblock, ink, geometric, 3 d. "
b05bff9f-9117-4936-9158-2c9f0bd8d65b.png,"painting of a man farmer at work in the field, by steve huston, arduous work, naturalist, jules bastien - lepage, muscular, shirtless, hard labour, melancholic, realistic, very detailed, dusk "
e5b9997d-771f-4ae4-bb99-d6c59f322de6.png,anya taylor as the lady of the lake by williamdyce and dante gabriel rossetti and william morris and william waterhouse 
e942cd82-54d3-4a5e-88d0-cb8cea158721.png,portrait of a tang dynasty empress 
1f3b88e9-f591-454a-9d9d-d20d70338c1c.png,"an auto rickshaw driving through paris, an epic fantasy, wide shot, rainy day, dark atmosphere, trending on artstation, masterpiece, by greg rutkowski, by ross tran, by fenghua zhong, octane, soft render, ultrarealistic, detailed, depth of field, crisp details, photorealism, colorful, cinematic, horizon forbidden west "
4162cfdf-c021-46ca-908c-5b3095461153.png,"landscape photography by marc adamus, paris coffee shop, sunset, dramatic lighting, raining, clouds, beautiful "
d3bf46b5-41a4-42ce-baa7-b021e37b56df.png,"taylor swift as a fire elemental made totally of fire. fantasy fire elemental, intricate, redhead, fiery temper, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and wlop "
2dd5eddc-9d04-4c01-b1d1-78e3e900b693.png,"whimsical sinister microscopic creatures sitting around inside a visceral human stomach, dramatic lighting, trying to escape, surreal dark uncanny painting by ronny khalil, artstation "
215be870-36f7-4a92-9249-b6323890ac16.png,"symmetry!! cancer!!!! a girl sitting on a chair with her hands on her lap. detailed analogue mixed media collage with canvas texture in the style of contemporary art complex, dramatic lighting, intricate, highly detailed, final fantasy, sharp focus, luminous, unreal engine 5 highly rendered, blender, deviant "
56ffed2d-b7a5-497b-8596-1140554b3605.png,"logo design of a full moon, solid background, bright colours, vector graphics, line art, retrowave, synthwave, artstation "
a3002b02-94cd-484c-90bb-3fcac789fcde.png,"illustration of a mobile phone which represent a whole world to some people, by studio muti "
494cc603-273f-4bc3-8c4a-4fc8c9e8991d.png,"painting of a vase, in the style of maria m. c. "
68154a2c-f812-4e21-a81c-72a72e4605df.png,"epic colourful scene from a dream. by vincent bons, michael whelan, remedios varo, vincent di fate, gerardo dottori and nicholas roerich. grainy and rough. interesting pastel colour palette. beautiful light. oil and water colour based on high quality render. "
6a25de18-096d-4e2a-95a4-07411b178d2c.png,"cybertronic mechanical penguin, metallic, glowing blue eyes, in the tundra "
a00bb30b-b6c3-4a45-ba84-b7228bbc96d8.png,"mass effect andromeda forged armor mask helmet hero ennemi zorg wallpaper 3 d pixar disney digital cgi rtx hdr painting bioluminance alena aenami artworks in 4 kby jesper ejsing, feng zhu and loish beeple, by thomas kinkade 2 2 2 2 "
50fec46c-6bef-4ff6-8a9d-a711d764c511.png,"blowing head of a traitor biting lips detailed mixed media collage with canvas texture in style of contemporary art, punk art, photorealism, sensual bodies, expressionism, masterpiece, perfect composition, spectacular quality, intricate oil details, broken glass photo, torn paper intricate texture, large cracks, liquid glue spots "
30a0459f-b33a-4565-a667-0dee40820b06.png,"stealthy intricate biomechanical armor cloak iridescent treasure from a magical dimension, 4 k detailed realistic concept art by artem chebokha and makoto shinkai "
a4b7f406-0e05-4d07-a793-27388c67047c.png,the smurfs by emil melmoth heironymus bosch h r giger 
6bdfe4f6-739a-4ec6-a191-6040b871ecbb.png,"kodak portra 4 0 0, wetplate, muted colours, blueberry, 1 9 1 0 s style, award winning portrait of a sunny tuscan countryside and no people in autumn, haze, by georges melies and by britt marling "
cd274cdf-a47f-4ca6-bcc3-fc237f2a6539.png,faded deep knot bread slam feeling paint seat uproot deafening wheel form quartz shatter bridge nation 
466d7df2-9c44-45fb-bb8a-992babbb2c57.png,"an anthropomorphic venus fly trap plant creature with eyes and teeth and leaf arms contained inside an glass specimen bottle in a futuristic laboratory, by charles vess, studio ghibli, james gurney, ernst haeckel, artstation, 8 k, beautiful light, hyperrealism, studio photography "
29f9ab10-6cbd-4b4b-bcd0-5a1c3019d370.png,"studio photography of a dog, detailed face, 8 k, cinematic lighting "
32a44547-1060-49b0-9be7-ed062f0a1cde.png,"painted portrait of rugged zeus, god of thunder, greek god, white hair, masculine, mature, handsome, upper body, red and gold, muscular, hairy torso, fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by gaston bussiere and alphonse mucha "
9e085ca7-1b27-4a85-958b-314ff3291fa1.png,"aloy as a cosmic spirit by ross tran, ethereal, highly detailed, oil on canvas, radiant light, dark background, beautiful! "
f25477d7-9091-48af-822d-776c787a4e80.png,kulu - ya - ku boss of monster hunter world iceborn worldboss guild raid digital painting bioluminance alena aenami artworks in 4 k rtx hdr design by lois van baarle by sung choi by john kirby and artgerm style pascal blanche and magali villeneuve 
854888aa-f7ad-49c0-92fd-5c61a7a7c6b7.png,"beautiful, amazing, evil sorceress, dungeons and dragons, cute, adorable, ana de armas, part furry fox, fox tail, fox ears, gorgeous, by greg rutkowski, symmetry, concept art by artgerm, distance render portrait of a hyper realistic, alphonse mucha, octane render, highly detailed, high quality, 8 k, soft lighting, path traced, and"
c462d5e9-382c-4ab9-b34b-888e310c03ee.png,"painting of a character from touhou project in the style of norman rockwell, sitting in a vintage cafe, interior scenery, americana, vintage furniture, art by norman rockwell, amazing facial detail, anime girl, cute, sharp details "
37cac139-9f51-4af5-9271-62a727713ecf.png,"a tree floating in air over a dry desert with human bones, fog on the horizon, omnious, zdzislaw beksinski "
867a3edc-ec79-4edf-ad42-b397c12a8541.png,"illusions of your fantasy, the column symphony, doing the unthinkable in a life of heroics, vibrant cartoon vibes, by talking heads "
5ba03e77-d850-4d48-8439-c56b32faa24d.png,"subsurface scattering, female genie, vibrant colors, octane render, jesper ejsing, james jean, justin gerard, tomasz alen kopera, cgsociety, fenghua zhong, makoto shinkai, koi colors, highly detailed, rim light, art, cinematic lighting, very coherent, hyper realism, 8 k "
910bb467-c917-4749-9434-3ea757331cfa.png,"the birth of space and time, oil painting, maxfield parrish, disney, norman rockwell, uplifting, bright, light!, light!, light!, shadows, sun beams, brilliant, strong contrast, close up, dramatic, happiness, joy "
854718b2-a258-485b-a589-a69b3ace8e30.png,"concept design art of a spaceship made with a recycled passanger bus, highly detailed render, photorealistic, it is flying through space "
39769de6-676c-4594-b63c-cb92dd63e6ed.png,"a huge vividly - coloured spacecraft in an empty landscape by dean ellis, peter elson, chris foss, david a hardy, angus mckie, bruce pennington, 1 9 8 0 s retro sci - fi art "
77c140f1-9d13-41e7-a776-3631298c9c22.png,"movie still french and russian and italian film detective drama thriller man under interrogation in poor interior cinematic lighting and colorcorrection, photorealistic, hyperrealistic "
1cdbe64f-2e0c-40f2-82c3-21be28030076.png,"anime woman, macro face shot, 1. 0 "
1a33e24b-d9ae-47a4-bb78-a8a62adb45ca.png,"fantasy jrpg sneaker design designed by capcom megaman, chrono trigger guilty gear sneaker styles, aztec mayan street fashion native punk sneaker design, focus on megaman hip hop sneaker design with subtle mayan patterns, gapmoe yandere grimdark, trending on pixiv fanbox, painted by greg rutkowski makoto shinkai takashi takeuchi studio ghibli, akihiko yoshida "
b3bb84cd-097a-40d8-9fa1-8e7c5eb4ba4f.png,"of an intricate murky clay swamp with strange cute friendly laughing creatures with huge eyes, long tongue, square teeth and funny face appearing from the mud, in the style of craola, macro lens, shallow depth of field, highly detailed, digital painting, trending artstation, concept art, illustration, cinematic lighting, vibrant colors, photorealism, epic, octane render "
